date,date_ymd,url,brand,category,price,delivery_time,color
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/the-north-face-m-quest-korte-jassen-military-olive-tnf-black-th322t03y-m11.html,The North Face,Korte jassen,160,1-2,military olive tnf black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/pegador-cali-overzised-tee-unisex-t-shirt-print-black-pep21000i-q15.html,Pegador,T-shirt print,39.95,1-4,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/lindbergh-superflex-pants-belt-chino-dark-army-lg522e02p-n12.html,Lindbergh,Chino,53.95,1-2,dark army
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/weekday-oversized-t-shirt-basic-dusty-green-web22o056-m14.html,Weekday,T-shirt basic,19,1-2,dusty green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-premium-jprblakam-ocean-unisex-shorts-egret-jam210002-a11.html,Jack & Jones PREMIUM,Shorts,29.99,1-2,egret
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/diesel-ginn-sweater-black-di122s09e-q11.html,Diesel,Sweater,98.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/bdg-urban-outfitters-bdg-good-feeling-hoodie-sweater-charcoal-qx7210038-c11.html,BDG Urban Outfitters,Sweater,47.95,1-2,charcoal
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-poloshirt-black-bb122p0i2-q14.html,BOSS,Poloshirt,99.95,3-6,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tommy-jeans-scanton-slim-fit-jeans-denim-medium-tob22g0ep-k11.html,Tommy Jeans,Slim fit jeans,107.95,1-4,denim medium
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/esprit-collection-trui-grey-blue-es421i0no-k11.html,Esprit Collection,Trui,59.99,3-6,grey blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/brave-soul-henrik-spijkerjas-charcoal-wash-brh22t0b6-c11.html,Brave Soul,Spijkerjas,39.95,1-2,charcoal wash
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tommy-hilfiger-hoodie-red-to122s0hb-g11.html,Tommy Hilfiger,Sweater,89,3-6,red
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/hugo-boris-bomberjacks-black-hu722t08g-q11.html,HUGO,Bomberjacks,299.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/petrol-industries-poloshirt-forest-night-p6822p02p-m11.html,Petrol Industries,Poloshirt,34.99,3-6,forest night
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/hummel-action-t-shirt-print-alloy-hu342d09p-c11.html,Hummel,T-shirt print,19.95,3-6,alloy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/weekday-standard-t-shirt-basic-lilac-purple-medium-dusty-web22o054-i11.html,Weekday,T-shirt basic,19,1-2,lilac purple medium dusty
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/state-of-art-trui-jade-off-white-oa422q097-m11.html,State of Art,Trui,99.95,3-6,jade/offwhite
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/armani-exchange-t-shirt-print-yellow-arc22o07n-e11.html,Armani Exchange,T-shirt print,70,3-6,yellow
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-printed-short-sleeve-overhemd-dark-blue-nx322d1d9-k12.html,Next,Overhemd,44,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/champion-rochester-crewneck-t-shirt-print-black-c4a22o014-a11.html,Champion Rochester,T-shirt print,35.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/we-fashion-met-opdruk-t-shirt-print-white-wf522o0hh-a11.html,WE Fashion,T-shirt print,18,1-2,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/superdry-collegiate-t-shirt-print-neptune-blue-su222o2dw-k12.html,Superdry,T-shirt print,34.99,3-6,neptune blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/buratti-sweater-dark-grey-bus22s01q-c12.html,Buratti,Hoodie,23.09,1-2,dark grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/puma-swim-men-zwemshorts-energy-blue-pu182h00k-k13.html,Puma,Zwemshorts,24.95,1-2,energy blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/us-polo-assn-shorts-schwarz-us222f00h-q11.html,U.S. Polo Assn.,Trainingsbroek,28.95,1-2,schwarz
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-paul-curved-poloshirt-open-green-bb122p0hx-m11.html,BOSS,Poloshirt,89.95,1-2,open green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/polo-ralph-lauren-triple-pony-hoodie-sweater-heritage-royal-po222s08a-k13.html,Polo Ralph Lauren,Hoodie,189.95,1-2,heritage royal
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/cavallaro-napoli-sorrento-trui-off-white-c5m22q00b-a11.html,Cavallaro Napoli,Trui,99.95,1-2,off white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/karl-kani-signature-logo-pinstripe-tee-blue-t-shirt-print-blue-kk12100bk-k11.html,Karl Kani,T-shirt print,34.95,1-2,blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/esprit-t-shirt-print-rust-brown-es122o0w2-o11.html,Esprit,T-shirt print,19.99,1-2,rust brown
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/brave-soul-gonza-t-shirt-print-optic-whitered-brh22o0a5-a11.html,Brave Soul,T-shirt print,14.95,1-2,optic white/red
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/mexx-t-shirt-print-black-me422o01f-q11.html,Mexx,T-shirt print,29.99,3-6,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/massimo-dutti-trui-light-blue-m3i22s03g-k11.html,Massimo Dutti,Trui,49.95,3-6,light blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/polo-ralph-lauren-big-and-tall-piece-dye-overhemd-polo-black-p6222d00g-q11.html,Polo Ralph Lauren Big & Tall,Overhemd,129.95,1-2,polo black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/no-excess-overhemd-dark-grey-nok22d01x-c11.html,NO EXCESS,Overhemd,69.99,3-6,basil
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-overhemd-dark-blue-bb122d115-k11.html,BOSS,Overhemd,99.95,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/canda-relaxed-fit-jeans-dark-gray-c6f22g02o-c11.html,C&A,Slim fit jeans,24.99,3-6,dark gray
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tommy-hilfiger-micro-slim-poloshirt-desert-skywhite-to122p0e6-k12.html,Tommy Hilfiger,Poloshirt,80.95,1-2,desert sky/white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/gorilla-wear-old-school-workout-t-shirt-print-red-gov22o01g-g11.html,Gorilla Wear,T-shirt print,49.9,3-6,red
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/nike-sportswear-utility-pant-cargobroek-blacksailice-silver-ni122e0bj-q11.html,Nike Sportswear,Cargobroek,80.95,1-2,black/sail/ice silver
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/levis-sweater-met-rits-white-le221004q-c11.html,Levi's®,Sweater,89.95,1-2,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-royal-tee-crew-neck-t-shirt-basic-vintage-violet-ja222o42l-i11.html,Jack & Jones,T-shirt basic,29.99,1-2,vintage violet
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/pullandbear-bodywarmer-mottled-black-puc22t0o0-q11.html,PULL&BEAR,Bodywarmer,35.99,1-2,mottled black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/11-project-procke-overhemd-vetiver-11322d004-c11.html,11 Project,Overhemd,39.95,3-6,vetiver
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/isaac-dewhirst-the-solid-navy-overhemd-khaki-dh022d000-n11.html,Isaac Dewhirst,Overhemd,24.95,1-2,khaki
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/lacoste-sweater-jaune-la222s082-e11.html,Lacoste,Sweater,180,3-6,jaune
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-jjsteve-tee-t-shirt-print-true-red-ja222o3xk-g11.html,Jack & Jones,T-shirt print,14.99,1-2,true red
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/lee-leesure-overhemd-ice-blue-le422d07u-k19.html,Lee,Overhemd,64.9,1-2,ice blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-zakelijk-overhemd-white-bb122d15q-a11.html,BOSS,Overhemd,199.95,3-6,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/canda-broek-light-gray-c6f22e033-c11.html,C&A,Broek,24.99,3-6,light gray
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-chino-sky-captain-blue-to222e075-k11.html,TOM TAILOR,Chino,59.99,3-6,sky captain blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/mango-straight-leg-jeans-black-denim-m9122g0kb-q11.html,Mango,Straight leg jeans,49.99,1-2,black denim
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/defacto-regular-fit-sweater-met-rits-anthracite-dez22s0gs-q12.html,DeFacto,Sweater met rits,44.9,1-2,anthracite
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/gabbiano-t-shirt-print-navy-gam22o01o-k11.html,Gabbiano,T-shirt print,39.95,1-2,navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/bershka-shorts-mauve-bej22f03z-i11.html,Bershka,Shorts,15.99,1-2,mauve
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/mango-geboortegeschenk-khaki-m9122q0s9-n11.html,Mango,Trui,39.99,1-2,khaki
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/yourturn-unisex-shorts-green-yo12100l3-m11.html,YOURTURN,Shorts,15.99,1-2,green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-korte-jassen-dark-blue-nx322t0n0-k11.html,Next,Korte jassen,87,3-6,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/state-of-art-striped-overhemd-cobalt-white-oa422d0ng-k11.html,State of Art,Overhemd,89.95,3-6,cobalt white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/nike-sportswear-hoodie-korte-jassen-rough-green-ni122s0k1-a11.html,Nike Sportswear,Korte jassen,119.95,1-2,rough green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/massimo-dutti-t-shirt-print-light-grey-m3i22o05j-c11.html,Massimo Dutti,T-shirt print,39.95,3-6,light grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/bershka-shorts-sand-bej22f03u-b11.html,Bershka,Shorts,19.99,1-2,sand
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/superdry-vintage-classic-top-dark-blue-su222o2fk-k11.html,Superdry,Top,29.99,3-6,midnight blue grit
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ltb-lance-jeansshort-dark-infinite-wash-lt122f010-k15.html,LTB,Jeansshort,39.95,1-2,dark infinite wash
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/buratti-sweater-khaki-bus22s01q-n11.html,Buratti,Hoodie,23.09,1-2,khaki
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ellesse-badged-track-top-trainingsvest-white-el922t06o-a11.html,Ellesse,Trainingsvest,79.95,1-2,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/nike-sb-hoodie-premium-hoodie-blackpureblack-ns422s02p-q11.html,Nike SB,Sweater,71.95,1-2,black/pure/black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/superdry-collegiate-t-shirt-print-drop-kick-green-su222o2dw-m12.html,Superdry,T-shirt print,34.99,3-6,drop kick green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-jconfl-club-tee-crew-neck-t-shirt-print-black-ja222o408-q11.html,Jack & Jones,T-shirt print,29.99,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/only-and-sons-shorts-dark-navy-os322f0ch-k11.html,Only & Sons,Shorts,39.99,3-6,dark navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/fred-perry-t-shirt-print-blanc-fr822o006-a11.html,Fred Perry,T-shirt print,70.9,3-6,blanc
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-poloshirt-black-bb122p0k5-q11.html,BOSS,Poloshirt,99.95,3-6,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/qs-by-soliver-overhemd-white-qs122d0fi-a11.html,QS by s.Oliver,Overhemd,35.99,3-6,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-overhemd-navy-to222d0wf-k11.html,TOM TAILOR,Overhemd,49.99,3-6,navy scattered structure
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/puma-statement-hoodie-hoodie-puma-black-pu122s0cm-q11.html,Puma,Sweater,79.95,1-2,puma black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/esprit-collection-overhemd-navy-es422d0ba-k12.html,Esprit Collection,Overhemd,49.99,3-6,navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ftc-cashmere-poloshirt-midnight-ft222p001-k11.html,FTC Cashmere,Poloshirt,329.95,1-2,midnight
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/casual-friday-poloshirt-navy-blazer-c1a22p00r-k11.html,Casual Friday,Poloshirt,29.95,3-6,navy blazer
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/superdry-t-shirt-print-rich-navy-su222o2g3-k11.html,Superdry,T-shirt print,29.99,3-6,rich navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/wrangler-shacket-korte-jassen-flamingo-orange-wr122t01v-g11.html,Wrangler,Overhemd,74.95,1-2,flamingo orange
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/siksilk-trainingsbroek-black-sif22e09h-q11.html,SIKSILK,Trainingsbroek,55.45,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-korte-jassen-dark-blue-nx322t0pw-k11.html,Next,Korte jassen,73,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-jcostaycay-tee-crew-neck-t-shirt-print-black-ja222o42k-q11.html,Jack & Jones,T-shirt print,24.99,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/karl-kani-signature-kkj-pinstripe-tee-unisex-t-shirt-print-light-sand-kk12100az-b11.html,Karl Kani,T-shirt print,34.95,1-2,light sand
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/vintage-supply-overhemd-ecru-vio22d00c-a11.html,Vintage Supply,Overhemd,42.95,1-2,ecru
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/bjoern-borg-print-swim-zwemshorts-pink-bj282h00u-j11.html,Björn Borg,Zwemshorts,49.95,1-2,pink
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/minimum-aarhusa-longsleeve-black-mi422o04k-q11.html,Minimum,Longsleeve,44.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/cars-jeans-blast-slim-fit-jeans-porto-wash-c7422g011-k12.html,Cars Jeans,Slim fit jeans,59.95,1-2,porto wash
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/maison-labiche-popincourt-batman-unisex-t-shirt-print-black-m7h21000s-q11.html,Maison Labiche,T-shirt print,70,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/scotch-and-soda-worker-jacket-korte-jassen-graphite-sc322t09i-k11.html,Scotch & Soda,Korte jassen,149.95,1-2,graphite
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/neil-barrett-crazy-bolts-unisex-sweater-blackwhite-4ne21000a-q11.html,Neil Barrett,Sweater,500,1-2,black/white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/state-of-art-overhemd-grey-blue-cream-oa422d0mb-c11.html,State of Art,Overhemd,79.95,3-6,grey blue cream
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/superdry-t-shirt-print-white-su222o2g3-a11.html,Superdry,T-shirt print,29.99,3-6,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-piro-poloshirt-medium-red-bb122p0hy-g11.html,BOSS,Poloshirt,79.95,1-2,medium red
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/armedangels-jaames-poisson-t-shirt-print-night-sky-ar322o0cy-k11.html,ARMEDANGELS,T-shirt print,32.99,3-6,night sky
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/closed-unity-slim-fit-jeans-light-blue-cl322g051-k11.html,CLOSED,Slim fit jeans,239.95,4-8,light blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/scotch-and-soda-mott-super-contains-chino-night-sc322e0b2-k11.html,Scotch & Soda,Chino,89.95,1-2,night
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/g-star-o-pockets-broek-dark-blue-gs122e0gv-k11.html,G-Star,Broek,129.95,3-6,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/santa-cruz-split-strip-hand-hood-unisex-hoodie-black-7sa21007t-q11.html,Santa Cruz,Sweater,48.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tommy-hilfiger-trui-marine-to122q0ef-k15.html,Tommy Hilfiger,Trui,119.9,3-6,marine
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/studio-total-broek-dark-grey-sbt22e00x-c11.html,Studio Total,Broek,49.99,1-2,dark grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-longsleeve-open-green-bb122p0j5-m11.html,BOSS,Poloshirt,99.95,3-6,open green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/brave-soul-ingaroc-overhemd-redjet-black-brh22d03v-g11.html,Brave Soul,Overhemd,24.95,1-2,red/jet black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/superdry-zwemshorts-fluro-pink-su282h03q-j11.html,Superdry,Zwemshorts,39.99,3-6,fluro pink
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/brave-soul-overhemd-optic-whitejet-black-brh22d03m-a11.html,Brave Soul,Overhemd,22.95,1-2,optic white/jet black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-premium-jprblacardiff-overhemd-white-jam22d0a7-a11.html,Jack & Jones PREMIUM,Overhemd,27.99,1-2,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-hank-overhemd-medium-grey-bb122d0zt-c11.html,BOSS,Zakelijk overhemd,89.95,1-2,medium grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ftc-cashmere-poloshirt-blue-shadow-ft222p001-k12.html,FTC Cashmere,Poloshirt,329.95,1-2,blue shadow
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/pegador-logo-heavy-shorts-washed-smoke-grey-pep21005h-c11.html,Pegador,Shorts,39.95,1-2,washed smoke grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/only-and-sons-overhemd-blue-denim-os322d0ma-k11.html,Only & Sons,Overhemd,49.99,1-2,blue denim
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/matinique-t-shirt-basic-black-m6022o025-q11.html,Matinique,T-shirt basic,49.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/champion-rochester-crewneck-unisex-sweater-byo-c4a21000e-m11.html,Champion Rochester,Sweater,62.95,1-2,byo
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-denim-garment-dyed-t-shirt-print-sky-captain-blue-to722o15b-k11.html,TOM TAILOR DENIM,T-shirt print,17.99,3-6,sky captain blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/mango-gala-overhemd-vert-m9122d26j-m11.html,Mango,Overhemd,39.99,1-2,vert
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/soliver-mit-frontprint-t-shirt-print-olive-so222o1iu-m11.html,s.Oliver,T-shirt print,15.99,3-6,olive
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/gap-arch-hoodie-french-almond-gp022s060-e11.html,GAP,Hoodie,40.45,1-2,french almond
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/we-fashion-bomberjacks-green-wf522t05w-m11.html,WE Fashion,Bomberjacks,70,1-2,green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/superdry-zwemshorts-eclipse-navy-su282h03k-k11.html,Superdry,Zwemshorts,44.99,3-6,eclipse navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/on-vacation-palm-logo-sweat-shorts-sand-ong22f000-b11.html,On Vacation,Shorts,39.95,1-2,sand
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/only-and-sons-sweater-burlwood-os322s0h7-g13.html,Only & Sons,Sweater,26.99,3-6,burlwood
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/obey-clothing-hardwork-straight-leg-jeans-faded-black-ob022g00m-q11.html,Obey Clothing,Straight leg jeans,94.95,1-2,faded black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tatuum-chino-orange-tas22e009-e11.html,TATUUM,Chino,39.99,1-2,yellow
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/state-of-art-vest-navy-plain-oa422q092-k11.html,State of Art,Vest,149.95,3-6,navy plain
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/mennace-sweater-met-rits-washed-black-mef2100b0-q11.html,Mennace,Sweater,43.15,1-2,washed black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-longsleeve-red-nx322p0ky-g11.html,Next,Poloshirt,44,1-2,red
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/callaway-primaloft-quilted-vest-bodywarmer-caviar-caw42f00e-q11.html,Callaway,Bodywarmer,139.95,1-2,caviar
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/puma-t-shirt-print-puma-black-pu122o0jm-q11.html,Puma,T-shirt print,40,3-6,puma black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/scotch-and-soda-essentials-regular-fit-oxford-overhemd-blue-sc322d0oa-k11.html,Scotch & Soda,Overhemd,80.95,1-2,blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/nike-sportswear-repeat-tee-t-shirt-print-coconut-milkblack-ni122o0pa-a12.html,Nike Sportswear,T-shirt print,29.95,1-2,coconut milk/black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/k-way-le-vrai-edouard-unisex-t-shirt-basic-black-pure-kw1210004-q12.html,K-Way,T-shirt basic,44.95,1-2,black pure
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-longsleeve-blue-nx322s09o-k11.html,Next,Hoodie,39,1-2,blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/quiksilver-everyday-volley-zwemshorts-iron-gate-heather-qu182h04u-c12.html,Quiksilver,Zwemshorts,29.99,1-2,iron gate heather
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ea7-emporio-armani-tracksuit-trainingspak-dark-blue-ea722e00q-k12.html,EA7 Emporio Armani,Trainingspak,144.95,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/minimum-kento-jas-rocky-road-mi422d08r-o11.html,Minimum,Jas,98.95,1-2,rocky road
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-jjepaulos-t-shirt-basic-schwarz-ja222p0c0-q11.html,Jack & Jones,T-shirt basic,27.99,3-6,schwarz
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-premium-t-shirt-print-brown-jam22o0cj-b11.html,Jack & Jones PREMIUM,T-shirt print,19.99,1-2,brown
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/soliver-overhemd-blue-nights-so222d1ep-k11.html,s.Oliver,Overhemd,35.99,3-6,blue nights
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-joule-poloshirt-french-navy-4jo22p008-k11.html,Tom Joule,Poloshirt,37.95,1-2,french navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tommy-hilfiger-square-logo-hoody-hoodie-primary-red-to122s0ea-g11.html,Tommy Hilfiger,Sweater,89.95,1-2,primary red
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/mango-blazer-marron-m9122t15z-o11.html,Mango,blazer,129.99,1-2,marron
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-poloshirt-red-bb122p0i2-g11.html,BOSS,Poloshirt,99.95,3-6,red
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/protest-t-shirt-print-true-black-p4422o02q-q11.html,Protest,T-shirt print,34.99,3-6,true black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-headlo-shorts-black-bb122f06r-q12.html,BOSS,Shorts,119.95,3-6,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/la-martina-toney-toney-t-shirt-print-optic-white-2la22o01r-a11.html,La Martina,T-shirt print,75,1-2,optic white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jp1880-geboortegeschenk-schneeweiss-jp322o0eu-a11.html,JP1880,T-shirt print,29.99,3-6,schneeweiß
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/state-of-art-overhemd-brick-moss-green-oa422d0n9-h11.html,State of Art,Overhemd,89.95,3-6,brick moss green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-polston-poloshirt-dark-blue-bb122p0h9-k11.html,BOSS,Poloshirt,99.95,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/drykorn-kalle-trui-brown-dr222q04h-o11.html,DRYKORN,Trui,139.95,1-2,brown
